Rank,StartTime,Flgs,Proto,SrcAddr,Sport,DstAddr,Dport,TotPkts,TotBytes,State,LastTime,Seq,Dur,Mean,StdDev,Sum,Min,Max,SrcPkts,DstPkts,SrcBytes,DstBytes,Rate,SrcRate,DstRate,Label,Tactic,Technique,SubTechnique
4839,1646801234.67494, e s      ,tcp,192.168.1.21,43393,192.168.1.164,514,52,7706,E,1646801235.438144,15,0.763204,0.763204,0.0,0.763204,0.763204,0.763204,26,26,5834,1872,66.82354699999999,32.756640999999995,32.756640999999995,0,Normal,Normal,Normal
4841,1646801234.710285, e        ,udp,192.168.1.21,13945,8.8.8.8,53,1,86,INT,1646801234.710285,4256,0.0,0.0,0.0,0.0,0.0,0.0,1,0,86,0,0.0,0.0,0.0,0,Normal,Normal,Normal
4842,1646801234.7450788, e        ,tcp,192.168.1.21,20,192.168.1.212,38759,6,422,sSEfF,1646801234.747853,4257,0.002774,0.002774,0.0,0.002774,0.002774,0.002774,4,2,282,140,1802.451416,1081.470825,360.490265,0,Normal,Normal,Normal
4843,1646801234.752745, e        ,udp,192.168.1.111,34674,192.168.1.11,53,2,160,CON,1646801234.753445,4258,0.0007,0.0007,0.0,0.0007,0.0007,0.0007,1,1,72,88,1428.571533,0.0,0.0,0,Normal,Normal,Normal
4844,1646801234.752789, e        ,udp,192.168.1.111,34674,192.168.1.11,53,2,144,CON,1646801234.753777,4259,0.0009880000000000002,0.0009880000000000002,0.0,0.0009880000000000002,0.0009880000000000002,0.0009880000000000002,1,1,72,72,1012.145813,0.0,0.0,0,Normal,Normal,Normal
4845,1646801234.7537801, e        ,tcp,192.168.1.111,55644,192.168.1.11,80,10,1330,sSEfF,1646801234.755634,4260,0.001854,0.001854,0.0,0.001854,0.001854,0.001854,6,4,557,773,4854.368652,2696.871582,1618.122925,0,Normal,Normal,Normal
4846,1646801234.7538269, e        ,tcp,192.168.1.21,20,192.168.1.212,57809,8,561,sSEfF,1646801234.7558,4261,0.001973,0.001973,0.0,0.001973,0.001973,0.001973,4,4,272,289,3547.896729,1520.5272220000004,1520.5272220000004,0,Normal,Normal,Normal
4847,1646801234.756625, e        ,udp,192.168.1.111,52428,192.168.1.11,53,2,160,CON,1646801234.7569811,4262,0.000356,0.000356,0.0,0.000356,0.000356,0.000356,1,1,72,88,2808.98877,0.0,0.0,0,Normal,Normal,Normal
4848,1646801234.756629, e        ,udp,192.168.1.111,52428,192.168.1.11,53,2,144,CON,1646801234.756983,4263,0.000354,0.000354,0.0,0.000354,0.000354,0.000354,1,1,72,72,2824.858887000001,0.0,0.0,0,Normal,Normal,Normal
4849,1646801234.757216, e        ,tcp,192.168.1.111,55646,192.168.1.11,80,10,1330,sSEfF,1646801234.758738,4264,0.001522,0.001522,0.0,0.001522,0.001522,0.001522,6,4,557,773,5913.271973,3285.151123,1971.090698,0,Normal,Normal,Normal
4850,1646801234.759598, e        ,udp,192.168.1.111,49848,192.168.1.11,53,2,160,CON,1646801234.7599301,4265,0.000332,0.000332,0.0,0.000332,0.000332,0.000332,1,1,72,88,3012.04834,0.0,0.0,0,Normal,Normal,Normal
4851,1646801234.7596009, e        ,udp,192.168.1.111,49848,192.168.1.11,53,2,144,CON,1646801234.760185,4266,0.000584,0.000584,0.0,0.000584,0.000584,0.000584,1,1,72,72,1712.328735,0.0,0.0,0,Normal,Normal,Normal
4852,1646801234.760188, e        ,tcp,192.168.1.111,55648,192.168.1.11,80,10,1334,sSEfF,1646801234.761837,4267,0.001649,0.001649,0.0,0.001649,0.001649,0.001649,6,4,559,775,5457.853515999999,3032.140625,1819.284424,0,Normal,Normal,Normal
4853,1646801234.762608, e        ,udp,192.168.1.111,47874,192.168.1.11,53,2,160,CON,1646801234.762773,4268,0.000165,0.000165,0.0,0.000165,0.000165,0.000165,1,1,72,88,6060.605957,0.0,0.0,0,Normal,Normal,Normal
4854,1646801234.762611, e        ,udp,192.168.1.111,47874,192.168.1.11,53,2,144,CON,1646801234.7628539,4269,0.000243,0.000243,0.0,0.000243,0.000243,0.000243,1,1,72,72,4115.226074,0.0,0.0,0,Normal,Normal,Normal
4855,1646801234.762983, e        ,tcp,192.168.1.111,55650,192.168.1.11,80,10,1334,sSEfF,1646801234.764268,4270,0.001285,0.001285,0.0,0.001285,0.001285,0.001285,6,4,559,775,7003.891113,3891.050537,2334.630371,0,Normal,Normal,Normal
4856,1646801234.765133, e        ,udp,192.168.1.111,39364,192.168.1.11,53,2,160,CON,1646801234.765306,4271,0.000173,0.000173,0.0,0.000173,0.000173,0.000173,1,1,72,88,5780.347168,0.0,0.0,0,Normal,Normal,Normal
4857,1646801234.765135, e        ,udp,192.168.1.111,39364,192.168.1.11,53,2,144,CON,1646801234.765415,4272,0.00028,0.00028,0.0,0.00028,0.00028,0.00028,1,1,72,72,3571.428467,0.0,0.0,0,Normal,Normal,Normal
4858,1646801234.765544, e        ,tcp,192.168.1.111,55652,192.168.1.11,80,10,1334,sSEfF,1646801234.76693,4273,0.001386,0.001386,0.0,0.001386,0.001386,0.001386,6,4,559,775,6493.506836,3607.503662,2164.502197,0,Normal,Normal,Normal
4859,1646801234.767764, e        ,udp,192.168.1.111,35559,192.168.1.11,53,2,160,CON,1646801234.7679482,4274,0.000184,0.000184,0.0,0.000184,0.000184,0.000184,1,1,72,88,5434.782715,0.0,0.0,0,Normal,Normal,Normal
4860,1646801234.767766, e        ,udp,192.168.1.111,35559,192.168.1.11,53,2,144,CON,1646801234.768035,4275,0.000269,0.000269,0.0,0.000269,0.000269,0.000269,1,1,72,72,3717.471924,0.0,0.0,0,Normal,Normal,Normal
4861,1646801234.7681699, e        ,tcp,192.168.1.111,55654,192.168.1.11,80,10,1328,sSEfF,1646801234.769498,4276,0.001328,0.001328,0.0,0.001328,0.001328,0.001328,6,4,556,772,6777.108398,3765.060303,2259.036133,0,Normal,Normal,Normal
4862,1646801234.770218, e        ,udp,192.168.1.111,52691,192.168.1.11,53,2,160,CON,1646801234.770362,4277,0.000144,0.000144,0.0,0.000144,0.000144,0.000144,1,1,72,88,6944.444336,0.0,0.0,0,Normal,Normal,Normal
4863,1646801234.770221, e        ,udp,192.168.1.111,52691,192.168.1.11,53,2,144,CON,1646801234.770457,4278,0.000236,0.000236,0.0,0.000236,0.000236,0.000236,1,1,72,72,4237.288086,0.0,0.0,0,Normal,Normal,Normal
4864,1646801234.770586, e        ,tcp,192.168.1.111,55656,192.168.1.11,80,10,1344,sSEfF,1646801234.771933,4279,0.001347,0.001347,0.0,0.001347,0.001347,0.001347,6,4,564,780,6681.5146479999985,3711.952393,2227.171387000001,0,Normal,Normal,Normal
4865,1646801234.772779, e        ,udp,192.168.1.111,59102,192.168.1.11,53,2,160,CON,1646801234.772909,4280,0.00013000000000000002,0.00013000000000000002,0.0,0.00013000000000000002,0.00013000000000000002,0.00013000000000000002,1,1,72,88,7692.307617,0.0,0.0,0,Normal,Normal,Normal
4866,1646801234.7727811, e        ,udp,192.168.1.111,59102,192.168.1.11,53,2,144,CON,1646801234.77296,4281,0.000179,0.000179,0.0,0.000179,0.000179,0.000179,1,1,72,72,5586.592285,0.0,0.0,0,Normal,Normal,Normal
4867,1646801234.773081, e        ,tcp,192.168.1.111,55658,192.168.1.11,80,10,1336,sSEfF,1646801234.774166,4282,0.001085,0.001085,0.0,0.001085,0.001085,0.001085,6,4,560,776,8294.930664,4608.294922,2764.9770510000008,0,Normal,Normal,Normal
4868,1646801234.7749634, e        ,udp,192.168.1.111,43318,192.168.1.11,53,2,160,CON,1646801234.775092,4283,0.000129,0.000129,0.0,0.000129,0.000129,0.000129,1,1,72,88,7751.938477,0.0,0.0,0,Normal,Normal,Normal
4869,1646801234.774965, e        ,udp,192.168.1.111,43318,192.168.1.11,53,2,144,CON,1646801234.775136,4284,0.000171,0.000171,0.0,0.000171,0.000171,0.000171,1,1,72,72,5847.953125,0.0,0.0,0,Normal,Normal,Normal
4870,1646801234.7752938, e        ,tcp,192.168.1.111,55660,192.168.1.11,80,10,1334,sSEfF,1646801234.776449,4285,0.001155,0.001155,0.0,0.001155,0.001155,0.001155,6,4,559,775,7792.208008,4329.004395,2597.402832,0,Normal,Normal,Normal
4874,1646801235.245749, e        ,tcp,192.168.1.11,57552,192.168.1.102,4444,2,134,sR,1646801235.245956,4286,0.000207,0.000207,0.0,0.000207,0.000207,0.000207,1,1,74,60,4830.917969,0.0,0.0,1,Initial Access,Exploit Public Application,Exploit Public Application
4876,1646801235.41586, e        ,udp,192.168.1.211,49063,192.168.1.21,53,2,160,CON,1646801235.416167,4287,0.000307,0.000307,0.0,0.000307,0.000307,0.000307,1,1,72,88,3257.328857,0.0,0.0,0,Normal,Normal,Normal
4877,1646801235.4158778, e        ,udp,192.168.1.211,49063,192.168.1.21,53,2,144,CON,1646801235.4162786,4288,0.000401,0.000401,0.0,0.000401,0.000401,0.000401,1,1,72,72,2493.765625,0.0,0.0,0,Normal,Normal,Normal
4878,1646801235.4165099, e        ,tcp,192.168.1.211,35380,192.168.1.21,80,10,1330,sSEfF,1646801235.418364,4289,0.001854,0.001854,0.0,0.001854,0.001854,0.001854,6,4,557,773,4854.368652,2696.871582,1618.122925,0,Normal,Normal,Normal
4879,1646801235.419188, e        ,udp,192.168.1.211,32938,192.168.1.21,53,2,160,CON,1646801235.419431,4290,0.000243,0.000243,0.0,0.000243,0.000243,0.000243,1,1,72,88,4115.226074,0.0,0.0,0,Normal,Normal,Normal
4880,1646801235.419197, e        ,udp,192.168.1.211,32938,192.168.1.21,53,2,144,CON,1646801235.419569,4291,0.000372,0.000372,0.0,0.000372,0.000372,0.000372,1,1,72,72,2688.171875,0.0,0.0,0,Normal,Normal,Normal
4881,1646801235.4197161, e        ,tcp,192.168.1.211,35382,192.168.1.21,80,10,1330,sSEfF,1646801235.421393,4292,0.001677,0.001677,0.0,0.001677,0.001677,0.001677,6,4,557,773,5366.726562,2981.514648,1788.908813,0,Normal,Normal,Normal
4882,1646801235.4219599, e        ,udp,192.168.1.211,57082,192.168.1.21,53,2,160,CON,1646801235.422241,4293,0.000281,0.000281,0.0,0.000281,0.000281,0.000281,1,1,72,88,3558.718994,0.0,0.0,0,Normal,Normal,Normal
4883,1646801235.421966, e        ,udp,192.168.1.211,57082,192.168.1.21,53,2,144,CON,1646801235.422246,4294,0.00028,0.00028,0.0,0.00028,0.00028,0.00028,1,1,72,72,3571.428467,0.0,0.0,0,Normal,Normal,Normal
4884,1646801235.422384, e        ,tcp,192.168.1.211,35384,192.168.1.21,80,10,1334,sSEfF,1646801235.423985,4295,0.0016010000000000002,0.0016010000000000002,0.0,0.0016010000000000002,0.0016010000000000002,0.0016010000000000002,6,4,559,775,5621.486816,3123.048096,1873.828857,0,Normal,Normal,Normal
4885,1646801235.4245849, e        ,udp,192.168.1.211,47675,192.168.1.21,53,2,160,CON,1646801235.424881,4296,0.000296,0.000296,0.0,0.000296,0.000296,0.000296,1,1,72,88,3378.3781740000004,0.0,0.0,0,Normal,Normal,Normal
4886,1646801235.424591, e        ,udp,192.168.1.211,47675,192.168.1.21,53,2,144,CON,1646801235.425062,4297,0.000471,0.000471,0.0,0.000471,0.000471,0.000471,1,1,72,72,2123.142334,0.0,0.0,0,Normal,Normal,Normal
4887,1646801235.42517, e        ,tcp,192.168.1.211,35386,192.168.1.21,80,10,1334,sSEfF,1646801235.42678,4298,0.00161,0.00161,0.0,0.00161,0.00161,0.00161,6,4,559,775,5590.0620119999985,3105.590088,1863.354004,0,Normal,Normal,Normal
4888,1646801235.42744, e        ,udp,192.168.1.211,51974,192.168.1.21,53,2,160,CON,1646801235.4276538,4299,0.000214,0.000214,0.0,0.000214,0.000214,0.000214,1,1,72,88,4672.896973,0.0,0.0,0,Normal,Normal,Normal
4889,1646801235.427445, e        ,udp,192.168.1.211,51974,192.168.1.21,53,2,144,CON,1646801235.427785,4300,0.00034,0.00034,0.0,0.00034,0.00034,0.00034,1,1,72,72,2941.176514,0.0,0.0,0,Normal,Normal,Normal
4890,1646801235.42793, e        ,tcp,192.168.1.211,35388,192.168.1.21,80,10,1334,sSEfF,1646801235.429358,4301,0.001428,0.001428,0.0,0.001428,0.001428,0.001428,6,4,559,775,6302.520996,3501.400391,2100.840332,0,Normal,Normal,Normal
4891,1646801235.430041, e        ,udp,192.168.1.211,46521,192.168.1.21,53,2,160,CON,1646801235.430216,4302,0.000175,0.000175,0.0,0.000175,0.000175,0.000175,1,1,72,88,5714.286133,0.0,0.0,0,Normal,Normal,Normal
4892,1646801235.430044, e        ,udp,192.168.1.211,46521,192.168.1.21,53,2,144,CON,1646801235.430219,4303,0.000175,0.000175,0.0,0.000175,0.000175,0.000175,1,1,72,72,5714.286133,0.0,0.0,0,Normal,Normal,Normal
4893,1646801235.430384, e        ,tcp,192.168.1.211,35390,192.168.1.21,80,10,1328,sSEfF,1646801235.431604,4304,0.00122,0.00122,0.0,0.00122,0.00122,0.00122,6,4,556,772,7377.049316,4098.36084,2459.016357,0,Normal,Normal,Normal
4894,1646801235.432402, e        ,udp,192.168.1.211,58957,192.168.1.21,53,2,160,CON,1646801235.432539,4305,0.00013700000000000002,0.00013700000000000002,0.0,0.00013700000000000002,0.00013700000000000002,0.00013700000000000002,1,1,72,88,7299.270508,0.0,0.0,0,Normal,Normal,Normal
4895,1646801235.432406, e        ,udp,192.168.1.211,58957,192.168.1.21,53,2,144,CON,1646801235.432543,4306,0.00013700000000000002,0.00013700000000000002,0.0,0.00013700000000000002,0.00013700000000000002,0.00013700000000000002,1,1,72,72,7299.270508,0.0,0.0,0,Normal,Normal,Normal
4896,1646801235.4327571, e        ,tcp,192.168.1.211,35392,192.168.1.21,80,10,1344,sSEfF,1646801235.433942,4307,0.001185,0.001185,0.0,0.001185,0.001185,0.001185,6,4,564,780,7594.937012,4219.409668,2531.645752,0,Normal,Normal,Normal
4897,1646801235.4341, e        ,tcp,192.168.1.11,57553,192.168.1.102,4444,2,134,sR,1646801235.434419,4308,0.000319,0.000319,0.0,0.000319,0.000319,0.000319,1,1,74,60,3134.796143,0.0,0.0,1,Initial Access,Exploit Public Application,Exploit Public Application
4898,1646801235.434672, e        ,udp,192.168.1.211,49738,192.168.1.21,53,2,160,CON,1646801235.434808,4309,0.000136,0.000136,0.0,0.000136,0.000136,0.000136,1,1,72,88,7352.940918000001,0.0,0.0,0,Normal,Normal,Normal
4899,1646801235.434675, e        ,udp,192.168.1.211,49738,192.168.1.21,53,2,144,CON,1646801235.4348788,4310,0.000204,0.000204,0.0,0.000204,0.000204,0.000204,1,1,72,72,4901.960938,0.0,0.0,0,Normal,Normal,Normal
4900,1646801235.43502, e        ,tcp,192.168.1.211,35394,192.168.1.21,80,10,1336,sSEfF,1646801235.436217,4311,0.001197,0.001197,0.0,0.001197,0.001197,0.001197,6,4,560,776,7518.796875,4177.109375,2506.265625,0,Normal,Normal,Normal
4901,1646801235.437066, e        ,udp,192.168.1.211,33362,192.168.1.21,53,2,160,CON,1646801235.4371982,4312,0.000132,0.000132,0.0,0.000132,0.000132,0.000132,1,1,72,88,7575.757323999998,0.0,0.0,0,Normal,Normal,Normal
4902,1646801235.437069, e        ,udp,192.168.1.211,33362,192.168.1.21,53,2,144,CON,1646801235.437271,4313,0.000202,0.000202,0.0,0.000202,0.000202,0.000202,1,1,72,72,4950.495117,0.0,0.0,0,Normal,Normal,Normal
4903,1646801235.437406, e        ,tcp,192.168.1.211,35396,192.168.1.21,80,10,1334,sSEfF,1646801235.4386199,4314,0.001214,0.001214,0.0,0.001214,0.001214,0.001214,6,4,559,775,7413.508789,4118.616211,2471.169678,0,Normal,Normal,Normal
4904,1646801235.525898, e        ,tcp,192.168.1.11,57554,192.168.1.102,4444,2,134,sR,1646801235.5261571,4315,0.000259,0.000259,0.0,0.000259,0.000259,0.000259,1,1,74,60,3861.003906,0.0,0.0,1,Initial Access,Exploit Public Application,Exploit Public Application
4907,1646801235.678341, e        ,udp,192.168.1.111,59040,192.168.1.11,53,2,160,CON,1646801235.678832,4317,0.000491,0.000491,0.0,0.000491,0.000491,0.000491,1,1,72,88,2036.65979,0.0,0.0,0,Normal,Normal,Normal
4908,1646801235.6783571, e        ,udp,192.168.1.111,59040,192.168.1.11,53,2,144,CON,1646801235.678839,4318,0.000482,0.000482,0.0,0.000482,0.000482,0.000482,1,1,72,72,2074.688721,0.0,0.0,0,Normal,Normal,Normal
4909,1646801235.679374, e        ,tcp,192.168.1.111,35808,192.168.1.11,21,37,3108,sSEfF,1646801235.724276,4319,0.044902,0.044902,0.0,0.044902,0.044902,0.044902,18,19,1360,1748,801.746033,378.602295,400.873016,0,Normal,Normal,Normal
4911,1646801235.68246, e s      ,tcp,192.168.1.21,43393,192.168.1.164,514,64,9260,E,1646801236.52521,15,0.84275,0.84275,0.0,0.84275,0.84275,0.84275,32,32,6956,2304,74.755264,36.784336,36.784336,0,Normal,Normal,Normal
4914,1646801235.710144, e        ,tcp,192.168.1.11,20,192.168.1.111,32951,6,422,sSEfF,1646801235.713785,4322,0.003641,0.003641,0.0,0.003641,0.003641,0.003641,4,2,282,140,1373.249146,823.949463,274.649811,0,Normal,Normal,Normal
4915,1646801235.719515, e        ,tcp,192.168.1.11,20,192.168.1.111,40943,8,561,sSEfF,1646801235.7222462,4323,0.002731,0.002731,0.0,0.002731,0.002731,0.002731,5,3,355,206,2563.163574,1464.664917,732.332458,0,Normal,Normal,Normal
4916,1646801235.729111, e        ,udp,192.168.1.111,54661,192.168.1.11,53,2,160,CON,1646801235.729291,4324,0.00018,0.00018,0.0,0.00018,0.00018,0.00018,1,1,72,88,5555.555664,0.0,0.0,0,Normal,Normal,Normal
4917,1646801235.729125, e        ,udp,192.168.1.111,54661,192.168.1.11,53,2,144,CON,1646801235.729299,4325,0.000174,0.000174,0.0,0.000174,0.000174,0.000174,1,1,72,72,5747.126465,0.0,0.0,0,Normal,Normal,Normal
4918,1646801235.7296882, e        ,tcp,192.168.1.111,35810,192.168.1.11,21,39,3271,sSEfF,1646801235.968914,4326,0.239226,0.239226,0.0,0.239226,0.239226,0.239226,19,20,1439,1832,158.84561200000005,75.242661,79.42280600000002,0,Normal,Normal,Normal
4921,1646801235.799848, e        ,udp,192.168.1.212,49263,192.168.1.21,53,2,160,CON,1646801235.8002439,4327,0.000396,0.000396,0.0,0.000396,0.000396,0.000396,1,1,72,88,2525.252686,0.0,0.0,0,Normal,Normal,Normal
4922,1646801235.799861, e        ,udp,192.168.1.212,49263,192.168.1.21,53,2,144,CON,1646801235.80025,4328,0.000389,0.000389,0.0,0.000389,0.000389,0.000389,1,1,72,72,2570.694092,0.0,0.0,0,Normal,Normal,Normal
4923,1646801235.8005571, e        ,tcp,192.168.1.212,45294,192.168.1.21,80,10,1330,sSEfF,1646801235.80287,4329,0.002313,0.002313,0.0,0.002313,0.002313,0.002313,6,4,557,773,3891.050781,2161.694824,1297.016968,0,Normal,Normal,Normal
4924,1646801235.803529, e        ,udp,192.168.1.212,40855,192.168.1.21,53,2,160,CON,1646801235.803857,4330,0.000328,0.000328,0.0,0.000328,0.000328,0.000328,1,1,72,88,3048.780518,0.0,0.0,0,Normal,Normal,Normal
4925,1646801235.803534, e        ,udp,192.168.1.212,40855,192.168.1.21,53,2,144,CON,1646801235.803863,4331,0.00032900000000000003,0.00032900000000000003,0.0,0.00032900000000000003,0.00032900000000000003,0.00032900000000000003,1,1,72,72,3039.513672,0.0,0.0,0,Normal,Normal,Normal
4926,1646801235.804099, e        ,tcp,192.168.1.212,45296,192.168.1.21,80,10,1330,sSEfF,1646801235.8059714,4332,0.001872,0.001872,0.0,0.001872,0.001872,0.001872,6,4,557,773,4807.692383,2670.940186,1602.564087,0,Normal,Normal,Normal
4927,1646801235.806523, e        ,udp,192.168.1.212,53934,192.168.1.21,53,2,160,CON,1646801235.806814,4333,0.000291,0.000291,0.0,0.000291,0.000291,0.000291,1,1,72,88,3436.426025,0.0,0.0,0,Normal,Normal,Normal
4928,1646801235.8065288, e        ,udp,192.168.1.212,53934,192.168.1.21,53,2,144,CON,1646801235.80682,4334,0.000291,0.000291,0.0,0.000291,0.000291,0.000291,1,1,72,72,3436.426025,0.0,0.0,0,Normal,Normal,Normal
4929,1646801235.807042, e        ,tcp,192.168.1.212,45298,192.168.1.21,80,10,1334,sSEfF,1646801235.8086536,4335,0.0016120000000000002,0.0016120000000000002,0.0,0.0016120000000000002,0.0016120000000000002,0.0016120000000000002,6,4,559,775,5583.126465,3101.736816,1861.042114,0,Normal,Normal,Normal
4930,1646801235.8092089, e        ,udp,192.168.1.212,52436,192.168.1.21,53,2,160,CON,1646801235.809498,4336,0.00028900000000000003,0.00028900000000000003,0.0,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,1,1,72,88,3460.207764,0.0,0.0,0,Normal,Normal,Normal
4931,1646801235.809215, e        ,udp,192.168.1.212,52436,192.168.1.21,53,2,144,CON,1646801235.8095038,4337,0.00028900000000000003,0.00028900000000000003,0.0,0.00028900000000000003,0.00028900000000000003,0.00028900000000000003,1,1,72,72,3460.207764,0.0,0.0,0,Normal,Normal,Normal
4932,1646801235.809744, e        ,tcp,192.168.1.212,45300,192.168.1.21,80,10,1334,sSEfF,1646801235.811436,4338,0.001692,0.001692,0.0,0.001692,0.001692,0.001692,6,4,559,775,5319.148926,2955.082764,1773.0496829999993,0,Normal,Normal,Normal
4933,1646801235.812011, e        ,udp,192.168.1.212,50977,192.168.1.21,53,2,160,CON,1646801235.812305,4339,0.000294,0.000294,0.0,0.000294,0.000294,0.000294,1,1,72,88,3401.360596,0.0,0.0,0,Normal,Normal,Normal
4934,1646801235.812015, e        ,udp,192.168.1.212,50977,192.168.1.21,53,2,144,CON,1646801235.812309,4340,0.000294,0.000294,0.0,0.000294,0.000294,0.000294,1,1,72,72,3401.360596,0.0,0.0,0,Normal,Normal,Normal
4935,1646801235.812527, e        ,tcp,192.168.1.212,45302,192.168.1.21,80,10,1334,sSEfF,1646801235.8139858,4341,0.001459,0.001459,0.0,0.001459,0.001459,0.001459,6,4,559,775,6168.6083979999985,3427.004639,2056.202881,0,Normal,Normal,Normal
4936,1646801235.8146632, e        ,udp,192.168.1.212,42456,192.168.1.21,53,2,160,CON,1646801235.8148801,4342,0.000217,0.000217,0.0,0.000217,0.000217,0.000217,1,1,72,88,4608.294922,0.0,0.0,0,Normal,Normal,Normal
4937,1646801235.814669, e        ,udp,192.168.1.212,42456,192.168.1.21,53,2,144,CON,1646801235.8148859,4343,0.000217,0.000217,0.0,0.000217,0.000217,0.000217,1,1,72,72,4608.294922,0.0,0.0,0,Normal,Normal,Normal
4938,1646801235.815098, e        ,tcp,192.168.1.212,45304,192.168.1.21,80,10,1328,sSEfF,1646801235.816345,4344,0.001247,0.001247,0.0,0.001247,0.001247,0.001247,6,4,556,772,7217.321776999999,4009.623291,2405.7739260000008,0,Normal,Normal,Normal
4939,1646801235.817067, e        ,udp,192.168.1.212,52607,192.168.1.21,53,2,160,CON,1646801235.817248,4345,0.000181,0.000181,0.0,0.000181,0.000181,0.000181,1,1,72,88,5524.861816,0.0,0.0,0,Normal,Normal,Normal
4940,1646801235.8170722, e        ,udp,192.168.1.212,52607,192.168.1.21,53,2,144,CON,1646801235.8172526,4346,0.000181,0.000181,0.0,0.000181,0.000181,0.000181,1,1,72,72,5524.861816,0.0,0.0,0,Normal,Normal,Normal
4941,1646801235.817477, e        ,tcp,192.168.1.212,45306,192.168.1.21,80,10,1344,sSEfF,1646801235.81876,4347,0.001283,0.001283,0.0,0.001283,0.001283,0.001283,6,4,564,780,7014.809081999999,3897.116211,2338.269775,0,Normal,Normal,Normal
4942,1646801235.819488, e        ,udp,192.168.1.212,45863,192.168.1.21,53,2,160,CON,1646801235.819707,4348,0.000219,0.000219,0.0,0.000219,0.000219,0.000219,1,1,72,88,4566.209961,0.0,0.0,0,Normal,Normal,Normal
4943,1646801235.819494, e        ,udp,192.168.1.212,45863,192.168.1.21,53,2,144,CON,1646801235.819714,4349,0.00022,0.00022,0.0,0.00022,0.00022,0.00022,1,1,72,72,4545.45459,0.0,0.0,0,Normal,Normal,Normal
4944,1646801235.8198788, e        ,tcp,192.168.1.212,45308,192.168.1.21,80,10,1336,sSEfF,1646801235.8211188,4350,0.00124,0.00124,0.0,0.00124,0.00124,0.00124,6,4,560,776,7258.064453,4032.258057,2419.354736,0,Normal,Normal,Normal
4945,1646801235.821902, e        ,udp,192.168.1.212,43557,192.168.1.21,53,2,160,CON,1646801235.8221116,4351,0.00021,0.00021,0.0,0.00021,0.00021,0.00021,1,1,72,88,4761.904785,0.0,0.0,0,Normal,Normal,Normal
4946,1646801235.821907, e        ,udp,192.168.1.212,43557,192.168.1.21,53,2,144,CON,1646801235.822117,4352,0.00021,0.00021,0.0,0.00021,0.00021,0.00021,1,1,72,72,4761.904785,0.0,0.0,0,Normal,Normal,Normal
4947,1646801235.822339, e        ,tcp,192.168.1.212,45310,192.168.1.21,80,10,1334,sSEfF,1646801235.823488,4353,0.001149,0.001149,0.0,0.001149,0.001149,0.001149,6,4,559,775,7832.897948999998,4351.6098630000015,2610.966064,0,Normal,Normal,Normal
4952,1646801235.958596, e        ,tcp,192.168.1.11,20,192.168.1.111,53223,6,422,sSEfF,1646801235.960762,4357,0.002166,0.002166,0.0,0.002166,0.002166,0.002166,4,2,282,140,2308.402588,1385.041626,461.680511,0,Normal,Normal,Normal
4953,1646801235.965409, e        ,tcp,192.168.1.11,20,192.168.1.111,38921,8,561,sSEfF,1646801235.9673052,4358,0.001896,0.001896,0.0,0.001896,0.001896,0.001896,4,4,272,289,3691.983154,1582.278442,1582.278442,0,Normal,Normal,Normal
4954,1646801236.193604, e        ,udp,192.168.1.200,55495,192.168.1.21,53,2,168,CON,1646801236.194217,4359,0.0006129999999999999,0.0006129999999999999,0.0,0.0006129999999999999,0.0006129999999999999,0.0006129999999999999,1,1,76,92,1631.321289,0.0,0.0,0,Normal,Normal,Normal
4955,1646801236.1936214, e        ,udp,192.168.1.200,55495,192.168.1.21,53,2,152,CON,1646801236.194224,4360,0.000603,0.000603,0.0,0.000603,0.000603,0.000603,1,1,76,76,1658.3747560000004,0.0,0.0,0,Normal,Normal,Normal
4957,1646801236.230488, e        ,udp,192.168.1.211,60549,192.168.1.21,53,2,160,CON,1646801236.230839,4361,0.000351,0.000351,0.0,0.000351,0.000351,0.000351,1,1,72,88,2849.00293,0.0,0.0,0,Normal,Normal,Normal
4958,1646801236.230502, e        ,udp,192.168.1.211,60549,192.168.1.21,53,2,144,CON,1646801236.2308464,4362,0.000344,0.000344,0.0,0.000344,0.000344,0.000344,1,1,72,72,2906.976807,0.0,0.0,0,Normal,Normal,Normal
4959,1646801236.231308, e        ,tcp,192.168.1.211,40322,192.168.1.21,21,37,3120,sSEfF,1646801236.281775,4363,0.050467000000000005,0.050467000000000005,0.0,0.050467000000000005,0.050467000000000005,0.050467000000000005,18,19,1364,1756,713.337463,336.85379,356.668732,0,Normal,Normal,Normal
4961,1646801236.236225, e        ,udp,192.168.1.21,29369,8.8.8.8,53,1,86,INT,1646801236.236225,4365,0.0,0.0,0.0,0.0,0.0,0.0,1,0,86,0,0.0,0.0,0.0,0,Normal,Normal,Normal
4962,1646801236.26661, e        ,tcp,192.168.1.21,20,192.168.1.211,48501,6,422,sSEfF,1646801236.268941,4366,0.002331,0.002331,0.0,0.002331,0.002331,0.002331,4,2,282,140,2145.002197,1287.001221,429.000427,0,Normal,Normal,Normal
4963,1646801236.275433, e        ,tcp,192.168.1.21,20,192.168.1.211,40881,8,561,sSEfF,1646801236.279125,4367,0.003692,0.003692,0.0,0.003692,0.003692,0.003692,5,3,355,206,1895.991333,1083.423584,541.711792,0,Normal,Normal,Normal
